amount,contribution-funding-status,developer-agreement-contribution,developer-agreement-transaction,end-date,entry-date,organisation,start-date,units,slug
1028.47,allocated,79414/08-dc1,79414/08-dt1,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/79414-08-dt1
841.65,allocated,79867/08-dc1,79867/08-dt1,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/79867-08-dt1
6914.21,allocated,84637/10-dc1,84637/10-dt1,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/84637-10-dt1
6914.21,allocated,84637/10-dc2,84637/10-dt2,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/84637-10-dt2
117382.27,allocated,84637/10-dc3,84637/10-dt3,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/84637-10-dt3
24250,allocated,86445/11-dc1,86445/11-dt1,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/86445-11-dt1
19304.01,allocated,87062/11-dc1,87062/11-dt1,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/87062-11-dt1
18051.37,allocated,88121/12-dc1,88121/12-dt1,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/88121-12-dt1
202106.05,spent,90539/13-dc1,90539/13-dt1,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/90539-13-dt1
63654.18,allocated,91081/13-dc3,91081/13-dt1,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/91081-13-dt1
21913.6,allocated,91959/14-dc1,91959/14-dt1,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/91959-14-dt1
53045.26,allocated,92078/14-dc1,92078/14-dt1,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/92078-14-dt1
23266.93,allocated,93070/14-dc1,93070/14-dt1,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/93070-14-dt1
14588.16,allocated,93610/15-dc1,93610/15-dt1,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/93610-15-dt1
35489.21,allocated,93610/15-dc2,93610/15-dt2,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/93610-15-dt2
147.36,spent,93610/15-dc1,93610/15-dt3,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/93610-15-dt3
863.53,spent,93610/15-dc2,93610/15-dt4,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/93610-15-dt4
24745,allocated,93831/15-dc1,93831/15-dt1,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/93831-15-dt1
30.66,spent,94158/15-dc2,94158/15-dt1,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/94158-15-dt1
215549.48,allocated,94656/15-dc1,94656/15-dt1,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/94656-15-dt1
9400,allocated,95151/15-dc1,95151/15-dt1,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/95151-15-dt1
5000,allocated,95486/15-dc1,95486/15-dt1,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/95486-15-dt1
4950,allocated,96178/16-dc1,96178/16-dt1,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/96178-16-dt1
131676.91,allocated,96218/16-dc1,96218/16-dt1,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/96218-16-dt1
14830.24,allocated,96218/16-dc2,96218/16-dt2,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/96218-16-dt2
16874.79,spent,96218/16-dc3,96218/16-dt3,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/96218-16-dt3
24638.44,allocated,96670/16-dc1,96670/16-dt1,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/96670-16-dt1
2140.15,spent,96907/16-dc1,96907/16-dt1,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/96907-16-dt1
38995.82,allocated,97199/16-dc1,97199/16-dt1,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/97199-16-dt1
13579.93,allocated,97377/16-dc1,97377/16-dt1,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/97377-16-dt1
4303.03,allocated,97377/16-dc2,97377/16-dt2,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/97377-16-dt2
125102.9,allocated,97377/16-dc3,97377/16-dt3,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/97377-16-dt3
19300,allocated,97826/16-dc1,97826/16-dt1,,2020-03-31,local-authority-eng:BOL,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOL/97826-16-dt1
,Spent,B/12/0171-da-AFH,B/12/0171-da-AFH-Tr3,,2020-12-16,local-authority-eng:BOT,2019-12-31,3,/developer-agreement-transaction/local-authority-eng/BOT/B-12-0171-da-AFH-Tr3
4000,Spent,B/13/0037-da1-OSP,B/13/0037-da1-OSP-Tr3,,2020-12-16,local-authority-eng:BOT,2019-04-01,,/developer-agreement-transaction/local-authority-eng/BOT/B-13-0037-da1-OSP-Tr3
,Spent,B/14/0165-da-AFH,B/14/0165-da-AFH-Tr5,,2020-12-16,local-authority-eng:BOT,2019-08-31,2,/developer-agreement-transaction/local-authority-eng/BOT/B-14-0165-da-AFH-Tr5
,Spent,B/14/0165-da-AFH,B/14/0165-da-AFH-Tr6,,2020-12-16,local-authority-eng:BOT,2019-10-30,2,/developer-agreement-transaction/local-authority-eng/BOT/B-14-0165-da-AFH-Tr6
73000,Spent,B/15/0196-da-OSP,B/15/0196-da-OSP-Tr3,,2020-12-16,local-authority-eng:BOT,2020-10-11,,/developer-agreement-transaction/local-authority-eng/BOT/B-15-0196-da-OSP-Tr3
,Spent,B/15/0391-da-AFH,B/15/0391-da-AFH-Tr1,,2020-12-16,local-authority-eng:BOT,2020-03-31,4,/developer-agreement-transaction/local-authority-eng/BOT/B-15-0391-da-AFH-Tr1
,Spent,B/16/0106-da-AFH,B/16/0106-da-AFH-Tr1,,2020-12-16,local-authority-eng:BOT,2020-03-31,8,/developer-agreement-transaction/local-authority-eng/BOT/B-16-0106-da-AFH-Tr1
28877.71,Received,B/16/0298-da-EDU,B/16/0298-da-EDU-Tr1,,2020-12-16,local-authority-eng:BOT,2020-03-15,,/developer-agreement-transaction/local-authority-eng/BOT/B-16-0298-da-EDU-Tr1
,Spent,B/17/0315-da-AFH,B/17/0315-da-AFH-Tr1,,2020-12-16,local-authority-eng:BOT,2020-03-31,7,/developer-agreement-transaction/local-authority-eng/BOT/B-17-0315-da-AFH-Tr1
,Spent,B/17/0316-da-AFH,B/17/0316-da-AFH-Tr1,,2020-12-16,local-authority-eng:BOT,2020-03-31,7,/developer-agreement-transaction/local-authority-eng/BOT/B-17-0316-da-AFH-Tr1
,Spent,B/18/0395-da-AFH,B/18/0395-da-AFH-Tr1,,2020-12-16,local-authority-eng:BOT,2020-03-31,30,/developer-agreement-transaction/local-authority-eng/BOT/B-18-0395-da-AFH-Tr1
291000,received,07/18/0363/F-da,Tran_1,,2020-11-23,local-authority-eng:BRX,2019-07-09,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-1
559458,received,07/13/0158/O-da,Tran_10,,2020-11-23,local-authority-eng:BRX,2015-09-08,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-10
302129,received,07/14/0904/F-da,Tran_11,,2020-11-23,local-authority-eng:BRX,2015-09-08,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-11
12235,allocated,07/14/0076/F-da,Tran_12,,2020-11-23,local-authority-eng:BRX,2015-01-06,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-12
14491,allocated,07/09/0765/F-da,Tran_13,,2020-11-23,local-authority-eng:BRX,2010-05-11,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-13
7000,allocated,07/13/0389/F-da,Tran_14,,2020-11-23,local-authority-eng:BRX,2013-09-02,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-14
2000,allocated,07/12/0576/F-da,Tran_15,,2020-11-23,local-authority-eng:BRX,2012-09-05,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-15
7582,allocated,07/14/0076/F-da,Tran_16,,2020-11-23,local-authority-eng:BRX,2015-01-06,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-16
27000,allocated,07/12/0524/O-da,Tran_17,,2020-11-23,local-authority-eng:BRX,2013-07-10,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-17
19842,allocated,07/14/0076/F-da,Tran_18,,2020-11-23,local-authority-eng:BRX,2015-01-06,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-18
2552.87,allocated,07/13/0383/O-da,Tran_19,,2020-11-23,local-authority-eng:BRX,2013-07-31,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-19
48300,received,07/18/0363/F-da,Tran_2,,2020-11-23,local-authority-eng:BRX,2019-07-09,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-2
4000,allocated,07/15/0988/F-da,Tran_20,,2020-11-23,local-authority-eng:BRX,2015-11-28,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-20
6000,allocated,07/14/0897/F-da,Tran_21,,2020-11-23,local-authority-eng:BRX,2015-04-15,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-21
34948,allocated,07/16/0644/F-da,Tran_22,,2020-11-23,local-authority-eng:BRX,2017-10-03,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-22
60000,allocated,07/13/0631/F-da,Tran_23,,2020-11-23,local-authority-eng:BRX,2014-02-10,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-23
6000,allocated,07/15/0209/F-da,Tran_24,,2020-11-23,local-authority-eng:BRX,2015-05-19,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-24
58288,allocated,07/13/0191/F-da,Tran_25,,2020-11-23,local-authority-eng:BRX,2013-06-07,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-25
3000,allocated,07/14/0797/F-da,Tran_26,,2020-11-23,local-authority-eng:BRX,2014-11-28,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-26
15000,allocated,07/13/0541/F-da,Tran_27,,2020-11-23,local-authority-eng:BRX,2013-09-26,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-27
65250,allocated,07/12/0573/F-da,Tran_28,,2020-11-23,local-authority-eng:BRX,2012-10-11,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-28
6000,allocated,07/14/0897/F-da,Tran_29,,2020-11-23,local-authority-eng:BRX,2015-04-15,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-29
15000,received,07/19/0164/F-da,Tran_3,,2020-11-23,local-authority-eng:BRX,2019-12-03,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-3
20000,allocated,07/14/0629/F-da,Tran_30,,2020-11-23,local-authority-eng:BRX,2014-12-11,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-30
2078,allocated,07/11/0779/F-da,Tran_31,,2020-11-23,local-authority-eng:BRX,2012-05-23,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-31
6000,allocated,07/11/0898/F-da,Tran_32,,2020-11-23,local-authority-eng:BRX,2012-05-04,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-32
3000,allocated,07/14/1091/F-da,Tran_33,,2020-11-23,local-authority-eng:BRX,2014-12-30,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-33
100000,allocated,07/12/0524/O-da,Tran_34,,2020-11-23,local-authority-eng:BRX,2013-07-10,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-34
2000,allocated,07/13/0994/F-da,Tran_35,,2020-11-23,local-authority-eng:BRX,2014-01-23,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-35
8972,allocated,07/09/0397/F-da,Tran_36,,2020-11-23,local-authority-eng:BRX,2011-11-16,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-36
2412,allocated,07/10/0584/F-da,Tran_37,,2020-11-23,local-authority-eng:BRX,2011-07-20,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-37
67561,allocated,07/12/0524/O-da,Tran_38,,2020-11-23,local-authority-eng:BRX,2013-07-10,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-38
98055,allocated,07/10/0147/F-da,Tran_39,,2020-11-23,local-authority-eng:BRX,2011-04-12,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-39
41243,received,07/16/0166/F-da,Tran_4,,2020-11-23,local-authority-eng:BRX,2016-10-10,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-4
177384,allocated,07/10/0190/F-da,Tran_40,,2020-11-23,local-authority-eng:BRX,2010-06-10,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-40
100000,allocated,07/13/0631/F-da,Tran_41,,2020-11-23,local-authority-eng:BRX,2014-02-10,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-41
118000,allocated,7/0674/08/F/WOL-da,Tran_42,,2020-11-23,local-authority-eng:BRX,2010-02-01,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-42
15340,allocated,07/13/0631/F-da,Tran_43,,2020-11-23,local-authority-eng:BRX,2014-02-10,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-43
50000,allocated,07/12/0524/O-da,Tran_44,,2020-11-23,local-authority-eng:BRX,2013-07-10,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-44
20816,allocated,07/13/0980/F-da,Tran_45,,2020-11-23,local-authority-eng:BRX,2014-09-30,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-45
24000,allocated,07/12/0824/F-da,Tran_46,,2020-11-23,local-authority-eng:BRX,2012-12-20,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-46
9000,allocated,07/14/0140/F-da,Tran_47,,2020-11-23,local-authority-eng:BRX,2014-05-14,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-47
22245.75,allocated,07/09/0397/F-da,Tran_48,,2020-11-23,local-authority-eng:BRX,2011-11-16,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-48
158011,allocated,07/13/0631/F-da,Tran_49,,2020-11-23,local-authority-eng:BRX,2014-02-10,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-49
16093,received,07/16/0166/F-da,Tran_5,,2020-11-23,local-authority-eng:BRX,2016-10-10,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-5
40000,allocated,7/0497/05/O/WX-da,Tran_50,,2020-11-23,local-authority-eng:BRX,2006-06-09,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-50
1610081,allocated,7/0078/05/F/WX-da,Tran_51,,2020-11-23,local-authority-eng:BRX,2006-06-09,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-51
24335,allocated,07/14/0076/F-da,Tran_52,,2020-11-23,local-authority-eng:BRX,2015-01-06,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-52
1096,allocated,07/15/0766/F-da,Tran_53,,2020-11-23,local-authority-eng:BRX,2015-10-29,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-53
24000,allocated,07/12/0524/O-da,Tran_54,,2020-11-23,local-authority-eng:BRX,2013-07-10,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-54
20457,transferred,07/12/0524/O-da,Tran_55,,2020-11-23,local-authority-eng:BRX,2013-07-10,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-55
33730,transferred,07/11/0481/F-da,Tran_56,,2020-11-23,local-authority-eng:BRX,2011-11-25,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-56
35,spent,07/14/0076/F-da,Tran_57,,2020-11-23,local-authority-eng:BRX,2015-01-06,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-57
14491,spent,07/09/0765/F-da,Tran_58,,2020-11-23,local-authority-eng:BRX,2010-05-11,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-58
7000,spent,07/13/0389/F-da,Tran_59,,2020-11-23,local-authority-eng:BRX,2013-09-02,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-59
171411,received,07/16/0166/F-da,Tran_6,,2020-11-23,local-authority-eng:BRX,2016-10-10,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-6
2000,spent,07/12/0576/F-da,Tran_60,,2020-11-23,local-authority-eng:BRX,2012-09-05,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-60
971,spent,07/09/0765/F-da,Tran_61,,2020-11-23,local-authority-eng:BRX,2010-05-11,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-61
7500,spent,07/14/0076/F-da,Tran_62,,2020-11-23,local-authority-eng:BRX,2015-01-06,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-62
21606,spent,07/12/0524/O-da,Tran_63,,2020-11-23,local-authority-eng:BRX,2013-07-10,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-63
19868,spent,07/14/0076/F-da,Tran_64,,2020-11-23,local-authority-eng:BRX,2015-01-06,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-64
2553,spent,07/13/0383/O-da,Tran_65,,2020-11-23,local-authority-eng:BRX,2013-07-31,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-65
298,spent,07/14/0076/F-da,Tran_66,,2020-11-23,local-authority-eng:BRX,2015-01-06,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-66
1860,spent,07/15/0988/F-da,Tran_67,,2020-11-23,local-authority-eng:BRX,2015-11-28,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-67
6000,spent,07/14/0897/F-da,Tran_68,,2020-11-23,local-authority-eng:BRX,2015-04-15,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-68
33989,spent,07/16/0644/F-da,Tran_69,,2020-11-23,local-authority-eng:BRX,2017-10-03,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-69
178893,received,07/16/0166/F-da,Tran_7,,2020-11-23,local-authority-eng:BRX,2016-10-10,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-7
59162,spent,07/13/0631/F-da,Tran_70,,2020-11-23,local-authority-eng:BRX,2014-02-10,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-70
2295,spent,07/14/0797/F-da,Tran_71,,2020-11-23,local-authority-eng:BRX,2014-11-28,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-71
100000,spent,07/13/0631/F-da,Tran_72,,2020-11-23,local-authority-eng:BRX,2014-02-10,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-72
118000,spent,7/0674/08/F/WOL-da,Tran_73,,2020-11-23,local-authority-eng:BRX,2010-02-01,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-73
10275.37,spent,07/13/0631/F-da,Tran_74,,2020-11-23,local-authority-eng:BRX,2014-02-10,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-74
21621,spent,07/12/0524/O-da,Tran_75,,2020-11-23,local-authority-eng:BRX,2013-07-10,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-75
20816,spent,07/13/0980/F-da,Tran_76,,2020-11-23,local-authority-eng:BRX,2014-09-30,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-76
21090,spent,07/12/0824/F-da,Tran_77,,2020-11-23,local-authority-eng:BRX,2012-12-20,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-77
5684,spent,07/14/0140/F-da,Tran_78,,2020-11-23,local-authority-eng:BRX,2014-05-14,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-78
20475,spent,07/09/0397/F-da,Tran_79,,2020-11-23,local-authority-eng:BRX,2011-11-16,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-79
6609,received,07/16/0166/F-da,Tran_8,,2020-11-23,local-authority-eng:BRX,2016-10-10,,/developer-agreement-transaction/local-authority-eng/BRX/Tran-8
