amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,organisation,start-date,units,slug
4753,open-space-and-leisure,14/01905/S106,14/01905/S106/2,,2015-07-20,local-authority-eng:NTY,2015-07-20,,/developer-agreement-contribution/local-authority-eng/NTY/14-01905-S106-2
1365,green-infrastructure,14/01905/S106,14/01905/S106/3,,2015-07-20,local-authority-eng:NTY,2015-07-20,,/developer-agreement-contribution/local-authority-eng/NTY/14-01905-S106-3
3206,open-space-and-leisure,14/01905/S106,14/01905/S106/4,,2015-07-20,local-authority-eng:NTY,2015-07-20,,/developer-agreement-contribution/local-authority-eng/NTY/14-01905-S106-4
0,affordable-housing,14/01941/S106,14/01941/S106/1,,2014-06-24,local-authority-eng:NTY,2014-06-24,107,/developer-agreement-contribution/local-authority-eng/NTY/14-01941-S106-1
56700,community-facilities,14/01941/S106,14/01941/S106/10,,2014-06-24,local-authority-eng:NTY,2014-06-24,,/developer-agreement-contribution/local-authority-eng/NTY/14-01941-S106-10
362350,community-facilities,14/01941/S106,14/01941/S106/11,,2014-06-24,local-authority-eng:NTY,2014-06-24,,/developer-agreement-contribution/local-authority-eng/NTY/14-01941-S106-11
0,affordable-housing,14/01941/S106,14/01941/S106/2,,2014-06-24,local-authority-eng:NTY,2014-06-24,56,/developer-agreement-contribution/local-authority-eng/NTY/14-01941-S106-2
0,green-infrastructure,14/01941/S106,14/01941/S106/3,,2014-06-24,local-authority-eng:NTY,2014-06-24,,/developer-agreement-contribution/local-authority-eng/NTY/14-01941-S106-3
323000,highways,14/01941/S106,14/01941/S106/4,,2014-06-24,local-authority-eng:NTY,2014-06-24,,/developer-agreement-contribution/local-authority-eng/NTY/14-01941-S106-4
320000,green-infrastructure,14/01941/S106,14/01941/S106/5,,2014-06-24,local-authority-eng:NTY,2014-06-24,,/developer-agreement-contribution/local-authority-eng/NTY/14-01941-S106-5
423000,highways,14/01941/S106,14/01941/S106/6,,2014-06-24,local-authority-eng:NTY,2014-06-24,,/developer-agreement-contribution/local-authority-eng/NTY/14-01941-S106-6
314600,health,14/01941/S106,14/01941/S106/7,,2014-06-24,local-authority-eng:NTY,2014-06-24,,/developer-agreement-contribution/local-authority-eng/NTY/14-01941-S106-7
350000,education,14/01941/S106,14/01941/S106/8,,2014-06-24,local-authority-eng:NTY,2014-06-24,,/developer-agreement-contribution/local-authority-eng/NTY/14-01941-S106-8
200000,open-space-and-leisure,14/01941/S106,14/01941/S106/9,,2014-06-24,local-authority-eng:NTY,2014-06-24,,/developer-agreement-contribution/local-authority-eng/NTY/14-01941-S106-9
14250,health,15/00430/S106,15/00430/S106/1,,2015-02-27,local-authority-eng:NTY,2015-02-27,,/developer-agreement-contribution/local-authority-eng/NTY/15-00430-S106-1
5000,transport-and-travel,15/00430/S106,15/00430/S106/2,,2015-02-27,local-authority-eng:NTY,2015-02-27,,/developer-agreement-contribution/local-authority-eng/NTY/15-00430-S106-2
153000,affordable-housing,15/00430/S106,15/00430/S106/3,,2015-02-27,local-authority-eng:NTY,2015-02-27,,/developer-agreement-contribution/local-authority-eng/NTY/15-00430-S106-3
0,affordable-housing,15/00642/S106,15/00642/S106/1,,2012-03-12,local-authority-eng:NTY,2012-03-12,24,/developer-agreement-contribution/local-authority-eng/NTY/15-00642-S106-1
153000,highways,15/00642/S106,15/00642/S106/2,,2012-03-12,local-authority-eng:NTY,2012-03-12,,/developer-agreement-contribution/local-authority-eng/NTY/15-00642-S106-2
68082,education,15/00642/S106,15/00642/S106/3,,2012-03-12,local-authority-eng:NTY,2012-03-12,,/developer-agreement-contribution/local-authority-eng/NTY/15-00642-S106-3
31918,health,15/00642/S106,15/00642/S106/4,,2012-03-12,local-authority-eng:NTY,2012-03-12,,/developer-agreement-contribution/local-authority-eng/NTY/15-00642-S106-4
10808,open-space-and-leisure,15/01088/S106,15/01088/S106/1,,2015-07-02,local-authority-eng:NTY,2015-07-02,,/developer-agreement-contribution/local-authority-eng/NTY/15-01088-S106-1
8960,green-infrastructure,15/01088/S106,15/01088/S106/2,,2015-07-02,local-authority-eng:NTY,2015-07-02,,/developer-agreement-contribution/local-authority-eng/NTY/15-01088-S106-2
3724,green-infrastructure,15/01088/S106,15/01088/S106/3,,2015-07-02,local-authority-eng:NTY,2015-07-02,,/developer-agreement-contribution/local-authority-eng/NTY/15-01088-S106-3
3605,open-space-and-leisure,15/01795/S106,15/01795/S106/1,,2015-11-02,local-authority-eng:NTY,2015-11-02,,/developer-agreement-contribution/local-authority-eng/NTY/15-01795-S106-1
2290,green-infrastructure,15/01795/S106,15/01795/S106/2,,2015-11-02,local-authority-eng:NTY,2015-11-02,,/developer-agreement-contribution/local-authority-eng/NTY/15-01795-S106-2
0,affordable-housing,15/01941/S106,15/01941/S106/1,,2013-02-22,local-authority-eng:NTY,2013-02-22,115,/developer-agreement-contribution/local-authority-eng/NTY/15-01941-S106-1
360000,transport-and-travel,15/01941/S106,15/01941/S106/10,,2013-02-22,local-authority-eng:NTY,2013-02-22,,/developer-agreement-contribution/local-authority-eng/NTY/15-01941-S106-10
10000,other,15/01941/S106,15/01941/S106/11,,2013-02-22,local-authority-eng:NTY,2013-02-22,,/developer-agreement-contribution/local-authority-eng/NTY/15-01941-S106-11
0,green-infrastructure,15/01941/S106,15/01941/S106/2,,2013-02-22,local-authority-eng:NTY,2013-02-22,,/developer-agreement-contribution/local-authority-eng/NTY/15-01941-S106-2
0,flood-and-water-management,15/01941/S106,15/01941/S106/3,,2013-02-22,local-authority-eng:NTY,2013-02-22,,/developer-agreement-contribution/local-authority-eng/NTY/15-01941-S106-3
0,green-infrastructure,15/01941/S106,15/01941/S106/4,,2013-02-22,local-authority-eng:NTY,2013-02-22,,/developer-agreement-contribution/local-authority-eng/NTY/15-01941-S106-4
100000,transport-and-travel,15/01941/S106,15/01941/S106/5,,2013-02-22,local-authority-eng:NTY,2013-02-22,,/developer-agreement-contribution/local-authority-eng/NTY/15-01941-S106-5
836000,education,15/01941/S106,15/01941/S106/6,,2013-02-22,local-authority-eng:NTY,2013-02-22,,/developer-agreement-contribution/local-authority-eng/NTY/15-01941-S106-6
1470150,education,15/01941/S106,15/01941/S106/7,,2013-02-22,local-authority-eng:NTY,2013-02-22,,/developer-agreement-contribution/local-authority-eng/NTY/15-01941-S106-7
222640,health,15/01941/S106,15/01941/S106/8,,2013-02-22,local-authority-eng:NTY,2013-02-22,,/developer-agreement-contribution/local-authority-eng/NTY/15-01941-S106-8
100000,economic-development,15/01941/S106,15/01941/S106/9,,2013-02-22,local-authority-eng:NTY,2013-02-22,,/developer-agreement-contribution/local-authority-eng/NTY/15-01941-S106-9
8498,community-facilities,16/00188/S106,16/00188/S106/1,,2016-01-22,local-authority-eng:NTY,2016-01-22,,/developer-agreement-contribution/local-authority-eng/NTY/16-00188-S106-1
0,transport-and-travel,16/00273/S106,16/00273/S106/1,,2016-02-12,local-authority-eng:NTY,2016-02-12,,/developer-agreement-contribution/local-authority-eng/NTY/16-00273-S106-1
50000,transport-and-travel,16/00273/S106,16/00273/S106/2,,2016-02-12,local-authority-eng:NTY,2016-02-12,,/developer-agreement-contribution/local-authority-eng/NTY/16-00273-S106-2
20000,green-infrastructure,16/00273/S106,16/00273/S106/3,,2016-02-12,local-authority-eng:NTY,2016-02-12,,/developer-agreement-contribution/local-authority-eng/NTY/16-00273-S106-3
91449,highways,16/00273/S106,16/00273/S106/4,,2016-02-12,local-authority-eng:NTY,2016-02-12,,/developer-agreement-contribution/local-authority-eng/NTY/16-00273-S106-4
15000,other,16/00274/S106,16/00274/S106/1,,2016-03-11,local-authority-eng:NTY,2016-03-11,,/developer-agreement-contribution/local-authority-eng/NTY/16-00274-S106-1
14800,economic-development,16/00274/S106,16/00274/S106/2,,2016-03-11,local-authority-eng:NTY,2016-03-11,,/developer-agreement-contribution/local-authority-eng/NTY/16-00274-S106-2
50000,transport-and-travel,16/00460/S106,16/00460/S106/1,,2016-03-11,local-authority-eng:NTY,2016-03-11,,/developer-agreement-contribution/local-authority-eng/NTY/16-00460-S106-1
187104,highways,16/00460/S106,16/00460/S106/2,,2016-03-11,local-authority-eng:NTY,2016-03-11,,/developer-agreement-contribution/local-authority-eng/NTY/16-00460-S106-2
0,affordable-housing,16/00467/S106,16/00467/S106/1,,2016-03-11,local-authority-eng:NTY,2016-03-11,18,/developer-agreement-contribution/local-authority-eng/NTY/16-00467-S106-1
0,economic-development,16/00467/S106,16/00467/S106/2,,2016-03-11,local-authority-eng:NTY,2016-03-11,,/developer-agreement-contribution/local-authority-eng/NTY/16-00467-S106-2
163619,highways,16/00467/S106,16/00467/S106/3,,2016-03-11,local-authority-eng:NTY,2016-03-11,,/developer-agreement-contribution/local-authority-eng/NTY/16-00467-S106-3
23688,community-facilities,16/00467/S106,16/00467/S106/4,,2016-03-11,local-authority-eng:NTY,2016-03-11,,/developer-agreement-contribution/local-authority-eng/NTY/16-00467-S106-4
47085,community-facilities,16/00467/S106,16/00467/S106/5,,2016-03-11,local-authority-eng:NTY,2016-03-11,,/developer-agreement-contribution/local-authority-eng/NTY/16-00467-S106-5
52633,open-space-and-leisure,16/00467/S106,16/00467/S106/6,,2016-03-11,local-authority-eng:NTY,2016-03-11,,/developer-agreement-contribution/local-authority-eng/NTY/16-00467-S106-6
5400,community-facilities,16/00467/S106,16/00467/S106/7,,2016-03-11,local-authority-eng:NTY,2016-03-11,,/developer-agreement-contribution/local-authority-eng/NTY/16-00467-S106-7
14325,green-infrastructure,16/00467/S106,16/00467/S106/8,,2016-03-11,local-authority-eng:NTY,2016-03-11,,/developer-agreement-contribution/local-authority-eng/NTY/16-00467-S106-8
0,other,16/00742/S106,16/00742/S106/1,,2013-04-15,local-authority-eng:NTY,2013-04-15,,/developer-agreement-contribution/local-authority-eng/NTY/16-00742-S106-1
0,other,16/00742/S106,16/00742/S106/2,,2013-04-15,local-authority-eng:NTY,2013-04-15,,/developer-agreement-contribution/local-authority-eng/NTY/16-00742-S106-2
0,economic-development,16/00742/S106,16/00742/S106/3,,2013-04-15,local-authority-eng:NTY,2013-04-15,38,/developer-agreement-contribution/local-authority-eng/NTY/16-00742-S106-3
0,transport-and-travel,16/00742/S106,16/00742/S106/4,,2013-04-15,local-authority-eng:NTY,2013-04-15,,/developer-agreement-contribution/local-authority-eng/NTY/16-00742-S106-4
0,highways,16/00742/S106,16/00742/S106/5,,2013-04-15,local-authority-eng:NTY,2013-04-15,,/developer-agreement-contribution/local-authority-eng/NTY/16-00742-S106-5
0,affordable-housing,16/00742/S106,16/00742/S106/6,,2013-04-15,local-authority-eng:NTY,2013-04-15,30,/developer-agreement-contribution/local-authority-eng/NTY/16-00742-S106-6
125000,community-facilities,16/00742/S106,16/00742/S106/7,,2013-04-15,local-authority-eng:NTY,2013-04-15,,/developer-agreement-contribution/local-authority-eng/NTY/16-00742-S106-7
0,other,16/00744/S106,16/00744/S106/1,,2016-04-07,local-authority-eng:NTY,2016-04-07,,/developer-agreement-contribution/local-authority-eng/NTY/16-00744-S106-1
9506,community-facilities,16/01123/S106,16/01123/S106/1,,2015-12-18,local-authority-eng:NTY,2015-12-18,,/developer-agreement-contribution/local-authority-eng/NTY/16-01123-S106-1
12978,community-facilities,16/01286/S106,16/01286/S106/1,,2016-07-20,local-authority-eng:NTY,2016-07-20,,/developer-agreement-contribution/local-authority-eng/NTY/16-01286-S106-1
11520,economic-development,16/01530/S106,16/01530/S106/1,,2015-03-27,local-authority-eng:NTY,2015-03-27,,/developer-agreement-contribution/local-authority-eng/NTY/16-01530-S106-1
3000,other,16/01530/S106,16/01530/S106/2,,2015-03-27,local-authority-eng:NTY,2015-03-27,,/developer-agreement-contribution/local-authority-eng/NTY/16-01530-S106-2
3605,open-space-and-leisure,16/01571/S106,16/01571/S106/1,,2016-09-22,local-authority-eng:NTY,2016-09-22,,/developer-agreement-contribution/local-authority-eng/NTY/16-01571-S106-1
2290,open-space-and-leisure,16/01571/S106,16/01571/S106/2,,2016-09-22,local-authority-eng:NTY,2016-09-22,,/developer-agreement-contribution/local-authority-eng/NTY/16-01571-S106-2
2748,open-space-and-leisure,16/01598/S106,16/01598/S106/1,,2016-09-22,local-authority-eng:NTY,2016-09-22,,/developer-agreement-contribution/local-authority-eng/NTY/16-01598-S106-1
2349,green-infrastructure,16/02016/S106,16/02016/S106/1,,2016-12-15,local-authority-eng:NTY,2016-12-15,,/developer-agreement-contribution/local-authority-eng/NTY/16-02016-S106-1
14000,economic-development,16/02016/S106,16/02016/S106/2,,2016-12-15,local-authority-eng:NTY,2016-12-15,,/developer-agreement-contribution/local-authority-eng/NTY/16-02016-S106-2
35267,education,16/02016/S106,16/02016/S106/3,,2016-12-15,local-authority-eng:NTY,2016-12-15,,/developer-agreement-contribution/local-authority-eng/NTY/16-02016-S106-3
4019,community-facilities,16/02016/S106,16/02016/S106/4,,2016-12-15,local-authority-eng:NTY,2016-12-15,,/developer-agreement-contribution/local-authority-eng/NTY/16-02016-S106-4
30757,open-space-and-leisure,16/02016/S106,16/02016/S106/5,,2016-12-15,local-authority-eng:NTY,2016-12-15,,/developer-agreement-contribution/local-authority-eng/NTY/16-02016-S106-5
44846,health,16/02016/S106,16/02016/S106/6,,2016-12-15,local-authority-eng:NTY,2016-12-15,,/developer-agreement-contribution/local-authority-eng/NTY/16-02016-S106-6
920000,affordable-housing,16/02016/S106,16/02016/S106/7,,2016-12-15,local-authority-eng:NTY,2016-12-15,,/developer-agreement-contribution/local-authority-eng/NTY/16-02016-S106-7
30000,0,17/00236/S106,17/00236/S106/1,,2016-04-12,local-authority-eng:NTY,2016-04-12,,/developer-agreement-contribution/local-authority-eng/NTY/17-00236-S106-1
50000,affordable-housing,17/00236/S106,17/00236/S106/2,,2016-04-12,local-authority-eng:NTY,2016-04-12,,/developer-agreement-contribution/local-authority-eng/NTY/17-00236-S106-2
0,economic-development,17/00557/S106,17/00557/S106/1,,2017-04-13,local-authority-eng:NTY,2017-04-13,1,/developer-agreement-contribution/local-authority-eng/NTY/17-00557-S106-1
100000,affordable-housing,17/00557/S106,17/00557/S106/2,,2017-04-13,local-authority-eng:NTY,2017-04-13,,/developer-agreement-contribution/local-authority-eng/NTY/17-00557-S106-2
24755,education,17/00557/S106,17/00557/S106/3,,2017-04-13,local-authority-eng:NTY,2017-04-13,,/developer-agreement-contribution/local-authority-eng/NTY/17-00557-S106-3
43430,education,17/00557/S106,17/00557/S106/4,,2017-04-13,local-authority-eng:NTY,2017-04-13,,/developer-agreement-contribution/local-authority-eng/NTY/17-00557-S106-4
1434,green-infrastructure,17/00557/S106,17/00557/S106/5,,2017-04-13,local-authority-eng:NTY,2017-04-13,,/developer-agreement-contribution/local-authority-eng/NTY/17-00557-S106-5
3381,open-space-and-leisure,17/00557/S106,17/00557/S106/6,,2017-04-13,local-authority-eng:NTY,2017-04-13,,/developer-agreement-contribution/local-authority-eng/NTY/17-00557-S106-6
70000,economic-development,17/00592/S106,17/00592/S106/1,,2017-04-20,local-authority-eng:NTY,2017-04-20,,/developer-agreement-contribution/local-authority-eng/NTY/17-00592-S106-1
0,affordable-housing,17/01162/s106,17/01162/S106/1,,2016-08-16,local-authority-eng:NTY,2016-08-16,22,/developer-agreement-contribution/local-authority-eng/NTY/17-01162-S106-1
21000,economic-development,17/01162/s106,17/01162/S106/10,,2016-08-16,local-authority-eng:NTY,2016-08-16,,/developer-agreement-contribution/local-authority-eng/NTY/17-01162-S106-10
29536,community-facilities,17/01162/s106,17/01162/S106/2,,2016-08-16,local-authority-eng:NTY,2016-08-16,,/developer-agreement-contribution/local-authority-eng/NTY/17-01162-S106-2
17000,green-infrastructure,17/01162/s106,17/01162/S106/3,,2016-08-16,local-authority-eng:NTY,2016-08-16,,/developer-agreement-contribution/local-authority-eng/NTY/17-01162-S106-3
19923,community-facilities,17/01162/s106,17/01162/S106/4,,2016-08-16,local-authority-eng:NTY,2016-08-16,,/developer-agreement-contribution/local-authority-eng/NTY/17-01162-S106-4
6048,community-facilities,17/01162/s106,17/01162/S106/5,,2016-08-16,local-authority-eng:NTY,2016-08-16,,/developer-agreement-contribution/local-authority-eng/NTY/17-01162-S106-5
11475,community-facilities,17/01162/s106,17/01162/S106/6,,2016-08-16,local-authority-eng:NTY,2016-08-16,,/developer-agreement-contribution/local-authority-eng/NTY/17-01162-S106-6
34830,community-facilities,17/01162/s106,17/01162/S106/7,,2016-08-16,local-authority-eng:NTY,2016-08-16,,/developer-agreement-contribution/local-authority-eng/NTY/17-01162-S106-7
100000,other,17/01162/s106,17/01162/S106/8,,2016-08-16,local-authority-eng:NTY,2016-08-16,,/developer-agreement-contribution/local-authority-eng/NTY/17-01162-S106-8
45000,highways,17/01162/s106,17/01162/S106/9,,2016-08-16,local-authority-eng:NTY,2016-08-16,,/developer-agreement-contribution/local-authority-eng/NTY/17-01162-S106-9
2857,green-infrastructure,17/01202/S106,17/01202/S106/1,,2017-08-08,local-authority-eng:NTY,2017-08-08,,/developer-agreement-contribution/local-authority-eng/NTY/17-01202-S106-1
0,affordable-housing,17/01515/S106,17/01515/S106/1,,2017-05-18,local-authority-eng:NTY,2017-05-18,13,/developer-agreement-contribution/local-authority-eng/NTY/17-01515-S106-1
12000,transport-and-travel,17/01515/S106,17/01515/S106/2,,2017-05-18,local-authority-eng:NTY,2017-05-18,,/developer-agreement-contribution/local-authority-eng/NTY/17-01515-S106-2
10335,green-infrastructure,17/01515/S106,17/01515/S106/3,,2017-05-18,local-authority-eng:NTY,2017-05-18,,/developer-agreement-contribution/local-authority-eng/NTY/17-01515-S106-3
95000,education,17/01515/S106,17/01515/S106/4,,2017-05-18,local-authority-eng:NTY,2017-05-18,,/developer-agreement-contribution/local-authority-eng/NTY/17-01515-S106-4
